# https://simplemaps.com/data/us-cities
"city","state_name","county_name"
"Port Charlotte","Florida","Charlotte"
"Palm Harbor","Florida","Pinellas"
"San Luis Obispo","California","San Luis Obispo"
"Sebring","Florida","Highlands"
"Council Bluffs","Iowa","Pottawattamie"
"Hamilton","Ohio","Butler"
"Moore","Oklahoma","Cleveland"
"Pico Rivera","California","Los Angeles"
"Casa Grande","Arizona","Pinal"
"Monessen","Pennsylvania","Westmoreland"
"Montebello","California","Los Angeles"
"Rome","Georgia","Floyd"
"The Hammocks","Florida","Miami-Dade"
"Millcreek","Utah","Salt Lake"
"Sanford","Florida","Seminole"
"National City","California","San Diego"
"Mayagüez","Puerto Rico","Mayagüez"
"Burnsville","Minnesota","Dakota"
"Coconut Creek","Florida","Broward"
"Morristown","Tennessee","Hamblen"
"Reston","Virginia","Fairfax"
"Lakewood","Washington","Pierce"
"Spring","Texas","Harris"
"Gadsden","Alabama","Etowah"
"Taylor","Michigan","Wayne"
"Novi","Michigan","Oakland"
"Marietta","Georgia","Cobb"
"Hot Springs","Arkansas","Garland"
"Woodland","California","Yolo"
"Fountainebleau","Florida","Miami-Dade"
"La Habra","California","Orange"
"Malden","Massachusetts","Middlesex"
"South Whittier","California","Los Angeles"
"Commerce City","Colorado","Adams"
"South Hill","Washington","Pierce"
"Bristol","Connecticut","Hartford"
"Columbus","Indiana","Bartholomew"
"West Allis","Wisconsin","Milwaukee"
"Taylorsville","Utah","Salt Lake"
"Bangor","Maine","Penobscot"
"Monterey Park","California","Los Angeles"
"Greenwood","Indiana","Johnson"
"Bartlett","Tennessee","Shelby"
"Bradenton","Florida","Manatee"
"Pontiac","Michigan","Oakland"
"Staunton","Virginia","Staunton"
"Meriden","Connecticut","New Haven"
"Gardena","California","Los Angeles"
"Apex","North Carolina","Wake"
"Royal Oak","Michigan","Oakland"
"Cupertino","California","Santa Clara"
"La Mesa","California","San Diego"
"Benton Harbor","Michigan","Berrien"
"St. Clair Shores","Michigan","Macomb"
"Des Plaines","Illinois","Cook"
"Lewiston","Maine","Androscoggin"
"Margate","Florida","Broward"
"Midland","Michigan","Midland"
"Carson City","Nevada","Carson City"
"Bowie","Maryland","Prince George's"
"Middletown","New York","Orange"
"Caldwell","Idaho","Canyon"
"San Rafael","California","Marin"
"Richland","Washington","Benton"
"St. Peters","Missouri","St. Charles"
"Wesley Chapel","Florida","Pasco"
"Hendersonville","Tennessee","Sumner"
"White Plains","New York","Westchester"
"Huntersville","North Carolina","Mecklenburg"
"Santee","California","San Diego"
"Jefferson City","Missouri","Cole"
"Beckley","West Virginia","Raleigh"
"Arcadia","California","Los Angeles"
"Titusville","Florida","Brevard"
"Cartersville","Georgia","Bartow"
"Walla Walla","Washington","Walla Walla"
"Orland Park","Illinois","Cook"
"Towson","Maryland","Baltimore"
"Weymouth","Massachusetts","Norfolk"
"Parker","Colorado","Douglas"
"Palm Beach Gardens","Florida","Palm Beach"
"Bozeman","Montana","Gallatin"
"East Stroudsburg","Pennsylvania","Monroe"
"Huntington Park","California","Los Angeles"
"Taunton","Massachusetts","Bristol"
"Midwest City","Oklahoma","Oklahoma"
"Medford","Massachusetts","Middlesex"
"Goldsboro","North Carolina","Wayne"
"Euless","Texas","Tarrant"
"Manhattan","Kansas","Riley"
"Shoreline","Washington","King"
"Lake Havasu City","Arizona","Mohave"
"Smyrna","Georgia","Cobb"
"Cape Girardeau","Missouri","Cape Girardeau"
"Tamiami","Florida","Miami-Dade"
"Kendale Lakes","Florida","Miami-Dade"
"Grants Pass","Oregon","Josephine"
"Blue Springs","Missouri","Jackson"
"Southaven","Mississippi","DeSoto"
"Tinley Park","Illinois","Cook"
"Diamond Bar","California","Los Angeles"
"Pittsfield","Massachusetts","Berkshire"
"Eagle Pass","Texas","Maverick"
"New Brunswick","New Jersey","Middlesex"
"Lenexa","Kansas","Johnson"
"Hazleton","Pennsylvania","Luzerne"
"Twin Falls","Idaho","Twin Falls"
"Brookhaven","Georgia","DeKalb"
"Novato","California","Marin"
"Tigard","Oregon","Washington"
"Highland","California","San Bernardino"
"Fountain Valley","California","Orange"
"Dearborn Heights","Michigan","Wayne"
"Grapevine","Texas","Tarrant"
"Fond du Lac","Wisconsin","Fond du Lac"
"Hacienda Heights","California","Los Angeles"
"Ithaca","New York","Tompkins"
"Apple Valley","Minnesota","Dakota"
"Chicopee","Massachusetts","Hampden"
"Oak Lawn","Illinois","Cook"
"Cathedral City","California","Riverside"
"Delano","California","Kern"
"Bentonville","Arkansas","Benton"
"Stonecrest","Georgia","DeKalb"
"Kettering","Ohio","Montgomery"
"Colton","California","San Bernardino"
"Kingston","New York","Ulster"
"West Haven","Connecticut","New Haven"
"St. Cloud","Florida","Osceola"
"Normal","Illinois","McLean"
"Berwyn","Illinois","Cook"
"Milford","Connecticut","New Haven"
"Aloha","Oregon","Washington"
"Arroyo Grande","California","San Luis Obispo"
"Minnetonka","Minnesota","Hennepin"
"Rosemead","California","Los Angeles"
"Paramount","California","Los Angeles"
"Yucaipa","California","San Bernardino"
"Brunswick","Georgia","Glynn"
"Williamsport","Pennsylvania","Lycoming"
"Elyria","Ohio","Lorain"
"Leesburg","Virginia","Loudoun"
"Mount Prospect","Illinois","Cook"
"Pinellas Park","Florida","Pinellas"
"Bellevue","Nebraska","Sarpy"
"West Sacramento","California","Yolo"
"Apopka","Florida","Orange"
"Lewiston","Idaho","Nez Perce"
"Grand Island","Nebraska","Hall"
"Palm Desert","California","Riverside"
"Milford city ","Connecticut","New Haven"
"Watertown","New York","Jefferson"
"Little Elm","Texas","Denton"
"Chambersburg","Pennsylvania","Franklin"
"Revere","Massachusetts","Suffolk"
"Peabody","Massachusetts","Essex"
"Wylie","Texas","Collin"
"Beaufort","South Carolina","Beaufort"
"Aspen Hill","Maryland","Montgomery"
"DeSoto","Texas","Dallas"
"Helena","Montana","Lewis and Clark"
"Edina","Minnesota","Hennepin"
"Wheaton","Illinois","DuPage"
"West New York","New Jersey","Hudson"
"Hoboken","New Jersey","Hudson"
"Lacey","Washington","Thurston"
"Summerville","South Carolina","Dorchester"
"Oak Park","Illinois","Cook"
"Maricopa","Arizona","Pinal"
"Lompoc","California","Santa Barbara"
"Kentwood","Michigan","Kent"
"Levittown","Pennsylvania","Bucks"
"Sierra Vista","Arizona","Cochise"
"Levittown","New York","Nassau"
"Madison","Alabama","Madison"
"Smyrna","Tennessee","Rutherford"
"Glendora","California","Los Angeles"
"Burien","Washington","King"
"Perth Amboy","New Jersey","Middlesex"
"Herriman","Utah","Salt Lake"
"Farmington","New Mexico","San Juan"
"New Bern","North Carolina","Craven"
"Placentia","California","Orange"
"Hinesville","Georgia","Liberty"
"Beaumont","California","Riverside"
"Collierville","Tennessee","Shelby"
"West Lafayette","Indiana","Tippecanoe"
"Florissant","Missouri","St. Louis"
"Hoffman Estates","Illinois","Cook"
"Queen Creek","Arizona","Maricopa"
"Aliso Viejo","California","Orange"
"Kannapolis","North Carolina","Cabarrus"
"Methuen Town","Massachusetts","Essex"
"Sahuarita","Arizona","Pima"
"Traverse City","Michigan","Grand Traverse"
"Severn","Maryland","Anne Arundel"
"Catalina Foothills","Arizona","Pima"
"Galveston","Texas","Galveston"
"Country Club","Florida","Miami-Dade"
"Cookeville","Tennessee","Putnam"
"Mishawaka","Indiana","St. Joseph"
"Rowland Heights","California","Los Angeles"
"Plainfield","New Jersey","Union"
"Bullhead City","Arizona","Mohave"
"Stillwater","Oklahoma","Payne"
"Forney","Texas","Kaufman"
"Wheaton","Maryland","Montgomery"
"Azusa","California","Los Angeles"
"North Bethesda","Maryland","Montgomery"
"Cerritos","California","Los Angeles"
"Ashburn","Virginia","Loudoun"
"Bloomsburg","Pennsylvania","Columbia"
"Morehead City","North Carolina","Carteret"
"Coral Gables","Florida","Miami-Dade"
"Enid","Oklahoma","Garfield"
"Lakewood","Ohio","Cuyahoga"
"Oroville","California","Butte"
"Wilson","North Carolina","Wilson"
"Lawrence","Indiana","Marion"
"Portage","Michigan","Kalamazoo"
"Minot","North Dakota","Ward"
"Dunwoody","Georgia","DeKalb"
"Poway","California","San Diego"
"San Jacinto","California","Riverside"
"Troy","New York","Rensselaer"
"Newark","California","Alameda"
"Cuyahoga Falls","Ohio","Summit"
"Downers Grove","Illinois","DuPage"
"Bedford","Texas","Tarrant"
"Reedley","California","Fresno"
"Dublin","Ohio","Franklin"
"Marana","Arizona","Pima"
"Cypress","California","Orange"
"Hollister","California","San Benito"
"Murray","Utah","Salt Lake"
"Roswell","New Mexico","Chaves"
"Pascagoula","Mississippi","Jackson"
"Tuckahoe","Virginia","Henrico"
"Ceres","California","Stanislaus"
"St. Louis Park","Minnesota","Hennepin"
"Rio Grande City","Texas","Starr"
"Draper","Utah","Salt Lake"
"Palm Springs","California","Riverside"
"Paducah","Kentucky","McCracken"
"Findlay","Ohio","Hancock"
"University","Florida","Hillsborough"
"Bel Air South","Maryland","Harford"
"Antelope","California","Sacramento"
"Kyle","Texas","Hays"
"Monroe","Michigan","Monroe"
"Lincoln","California","Placer"
"Ocoee","Florida","Orange"
"Burleson","Texas","Johnson"
"La Mirada","California","Los Angeles"
"Farmers Branch","Texas","Dallas"
"East Lansing","Michigan","Ingham"
"Uniontown","Pennsylvania","Fayette"
"Jeffersonville","Indiana","Clark"
"Winder","Georgia","Barrow"
"Wauwatosa","Wisconsin","Milwaukee"
"Littleton","Colorado","Arapahoe"
"Cumberland","Maryland","Allegany"
"Cedar Hill","Texas","Dallas"
"Carrollton","Georgia","Carroll"
"Rancho Santa Margarita","California","Orange"
"Beavercreek","Ohio","Greene"
"Niagara Falls","New York","Niagara"
"McLean","Virginia","Fairfax"
"North Highlands","California","Sacramento"
"East Providence","Rhode Island","Providence"
"Florin","California","Sacramento"
"East Honolulu","Hawaii","Honolulu"
"Chesterfield","Missouri","St. Louis"
"Covina","California","Los Angeles"
"Bothell","Washington","King"
"Glenview","Illinois","Cook"
"Mentor","Ohio","Lake"
"Keller","Texas","Tarrant"
"Danville","Illinois","Vermilion"
"Spring Hill","Tennessee","Maury"
"Roseville","Michigan","Macomb"
"Elmhurst","Illinois","DuPage"
"New Philadelphia","Ohio","Tuscarawas"
"Sandusky","Ohio","Erie"
"El Dorado Hills","California","El Dorado"
"Salina","Kansas","Saline"
"Euclid","Ohio","Cuyahoga"
"Kingman","Arizona","Mohave"
"Everett","Massachusetts","Middlesex"
"Farmington","Missouri","St. Francois"
"Weatherford","Texas","Parker"
"Middletown","Connecticut","Middlesex"
"Roseburg","Oregon","Douglas"
"Biloxi","Mississippi","Harrison"
"Leavenworth","Kansas","Leavenworth"
"Fort Pierce","Florida","St. Lucie"
"Winter Garden","Florida","Orange"
"Oro Valley","Arizona","Pima"
"Morgan Hill","California","Santa Clara"
"Potomac","Maryland","Montgomery"
"Pinehurst","North Carolina","Moore"
"Danville","Virginia","Danville"
"Rockwall","Texas","Rockwall"
"Coachella","California","Riverside"
"Wake Forest","North Carolina","Wake"
"Pearl City","Hawaii","Honolulu"
"Tupelo","Mississippi","Lee"
"Attleboro","Massachusetts","Bristol"
"Pine Bluff","Arkansas","Jefferson"
"Oakland Park","Florida","Broward"
"Marion","Ohio","Marion"
"Hilo","Hawaii","Hawaii"
"Lufkin","Texas","Angelina"
"Altadena","California","Los Angeles"
"Manitowoc","Wisconsin","Manitowoc"
"Lake Ridge","Virginia","Prince William"
"Selma","California","Fresno"
"Strongsville","Ohio","Cuyahoga"
"Danville","California","Contra Costa"
"Quincy","Illinois","Adams"
"Lancaster","Ohio","Fairfield"
"Riverton","Utah","Salt Lake"
"The Colony","Texas","Denton"
"Urbandale","Iowa","Polk"
"Plainfield","Illinois","Will"
"Lombard","Illinois","DuPage"
"Prescott","Arizona","Yavapai"
"North Lauderdale","Florida","Broward"
"Eureka","California","Humboldt"
"Hackensack","New Jersey","Bergen"
"Sayreville","New Jersey","Middlesex"
"Altamonte Springs","Florida","Seminole"
"Del Rio","Texas","Val Verde"
"Cleveland Heights","Ohio","Cuyahoga"
"Bountiful","Utah","Davis"
"Desert Hot Springs","California","Riverside"
"Peachtree Corners","Georgia","Gwinnett"
"Haltom City","Texas","Tarrant"
"Ormond Beach","Florida","Volusia"
"Cutler Bay","Florida","Miami-Dade"
"Trujillo Alto","Puerto Rico","Trujillo Alto"
"Adrian","Michigan","Lenawee"
"Goose Creek","South Carolina","Berkeley"
"Moorhead","Minnesota","Clay"
"Westfield","Indiana","Hamilton"
"Concord","New Hampshire","Merrimack"
"Annandale","Virginia","Fairfax"
"Rohnert Park","California","Sonoma"
"Brea","California","Orange"
"Klamath Falls","Oregon","Klamath"
"Salem","Massachusetts","Essex"
"Channelview","Texas","Harris"
"North Miami Beach","Florida","Miami-Dade"
"Whitney","Nevada","Clark"
"Freeport","New York","Nassau"
"Centralia","Washington","Lewis"
"Gallatin","Tennessee","Sumner"
"Stevens Point","Wisconsin","Portage"
"San Bruno","California","San Mateo"
"Burke","Virginia","Fairfax"
"Brentwood","Tennessee","Williamson"
"North Fort Myers","Florida","Lee"
"Hicksville","New York","Nassau"
"West Babylon","New York","Suffolk"
"Edmonds","Washington","Snohomish"
"Apache Junction","Arizona","Pinal"
"Fairfield","Ohio","Butler"
"Oakley","California","Contra Costa"
"Hutchinson","Kansas","Reno"
"Greenwood","South Carolina","Greenwood"
"Richmond","Indiana","Wayne"
"Linden","New Jersey","Union"
"Puyallup","Washington","Pierce"
"Huntsville","Texas","Walker"
"Urbana","Illinois","Champaign"
"Beverly","Massachusetts","Essex"
"Clovis","New Mexico","Curry"
"Statesboro","Georgia","Bulloch"
"Hobbs","New Mexico","Lea"
"McMinnville","Oregon","Yamhill"
"Schertz","Texas","Guadalupe"
"Bell Gardens","California","Los Angeles"
"Oviedo","Florida","Seminole"
"Odenton","Maryland","Anne Arundel"
"Grove City","Ohio","Franklin"
"Campbell","California","Santa Clara"
"Wentzville","Missouri","St. Charles"
"Woonsocket","Rhode Island","Providence"
"La Quinta","California","Riverside"
"Weslaco","Texas","Hidalgo"
"Zanesville","Ohio","Muskingum"
"Newnan","Georgia","Coweta"
"Shakopee","Minnesota","Scott"
"Brighton","Colorado","Adams"
"Catonsville","Maryland","Baltimore"
"Rancho Palos Verdes","California","Los Angeles"
"Mableton","Georgia","Cobb"
"Coppell","Texas","Dallas"
"Linton Hall","Virginia","Prince William"
"Moline","Illinois","Rock Island"
"Delaware","Ohio","Delaware"
"Westfield","Massachusetts","Hampden"
"Shelton","Connecticut","Fairfield"
"Greenacres","Florida","Palm Beach"
"Westerville","Ohio","Franklin"
"Manassas","Virginia","Manassas"
"Kearny","New Jersey","Hudson"
"Los Banos","California","Merced"
"Richmond","Kentucky","Madison"
"Spanish Fork","Utah","Utah"
"Belleville","Illinois","St. Clair"
"Maplewood","Minnesota","Ramsey"
"Wilkes-Barre","Pennsylvania","Luzerne"
"Pottsville","Pennsylvania","Schuylkill"
"Columbia","Tennessee","Maury"
"Bartlett","Illinois","Cook"
"Bluefield","West Virginia","Mercer"
"Fitchburg","Massachusetts","Worcester"
"Marion","Indiana","Grant"
"Cedar Falls","Iowa","Black Hawk"
"Buffalo Grove","Illinois","Cook"
"Jamestown","New York","Chautauqua"
"Woodlawn","Maryland","Baltimore"
"Clarksburg","West Virginia","Harrison"
"Royal Palm Beach","Florida","Palm Beach"
"Marion","Iowa","Linn"
"Covington","Kentucky","Kenton"
"Coram","New York","Suffolk"
"Friendswood","Texas","Galveston"
"Indian Trail","North Carolina","Union"
"Woburn","Massachusetts","Middlesex"
"The Acreage","Florida","Palm Beach"
"Holyoke","Massachusetts","Hampden"
"Montclair","California","San Bernardino"
"South Valley","New Mexico","Bernalillo"
"Torrington","Connecticut","Litchfield"
"Cedar City","Utah","Iron"
"San Gabriel","California","Los Angeles"
"Hallandale Beach","Florida","Broward"
"Crystal Lake","Illinois","McHenry"
"Calexico","California","Imperial"
"Lake Oswego","Oregon","Clackamas"
"Amherst","Massachusetts","Hampshire"
"Muskogee","Oklahoma","Muskogee"
"Romeoville","Illinois","Will"
"Plant City","Florida","Hillsborough"
"Keizer","Oregon","Marion"
"New Berlin","Wisconsin","Waukesha"
"Chelsea","Massachusetts","Suffolk"
"La Puente","California","Los Angeles"
"Roy","Utah","Weber"
"Security-Widefield","Colorado","El Paso"
"Marlborough","Massachusetts","Middlesex"
"Milton","Georgia","Fulton"
"Issaquah","Washington","King"
"Waipahu","Hawaii","Honolulu"
"Essex","Maryland","Baltimore"
"Bartlesville","Oklahoma","Washington"
"Lancaster","Texas","Dallas"
"Streamwood","Illinois","Cook"
"Germantown","Tennessee","Shelby"
"Annapolis","Maryland","Anne Arundel"
"Carol Stream","Illinois","DuPage"
"Asheboro","North Carolina","Randolph"
"Culver City","California","Los Angeles"
"Kalispell","Montana","Flathead"
"Arecibo","Puerto Rico","Arecibo"
"Lynnwood","Washington","Snohomish"
"Mooresville","North Carolina","Iredell"
"Brookfield","Wisconsin","Waukesha"
"Crestview","Florida","Okaloosa"
"Horizon West","Florida","Orange"
"Clinton","Maryland","Prince George's"
"Moses Lake","Washington","Grant"
"New Castle","Pennsylvania","Lawrence"
"Olive Branch","Mississippi","DeSoto"
"Enterprise","Alabama","Coffee"
"Sun City","Arizona","Maricopa"
"Frankfort","Kentucky","Franklin"
"Northglenn","Colorado","Adams"
"Warren","Ohio","Trumbull"
"Duncanville","Texas","Dallas"
"Hurst","Texas","Tarrant"
"Clermont","Florida","Lake"
"Wheeling","Illinois","Cook"
"Fort Lee","New Jersey","Bergen"
"Pacifica","California","San Mateo"
"Lake Worth","Florida","Palm Beach"
"Lebanon","Tennessee","Wilson"
"Kendall West","Florida","Miami-Dade"
"Land O' Lakes","Florida","Pasco"
"Eagle Mountain","Utah","Utah"
"Reynoldsburg","Ohio","Franklin"
"Oxford","Mississippi","Lafayette"
"Rosenberg","Texas","Fort Bend"
"Martinez","California","Contra Costa"
"Pleasant Grove","Utah","Utah"
"La Presa","California","San Diego"
"Severna Park","Maryland","Anne Arundel"
"Huber Heights","Ohio","Montgomery"
"Stanton","California","Orange"
"East Meadow","New York","Nassau"
"Menomonee Falls","Wisconsin","Waukesha"
"Granbury","Texas","Hood"
"Waxahachie","Texas","Ellis"
"Valrico","Florida","Hillsborough"
"Mission Bend","Texas","Fort Bend"
"Holly Springs","North Carolina","Wake"
"Butler","Pennsylvania","Butler"
"Albertville","Alabama","Marshall"
"London","Kentucky","Laurel"
"Egypt Lake-Leto","Florida","Hillsborough"
"Cottage Grove","Minnesota","Washington"
"Kailua","Hawaii","Honolulu"
"St. Marys","Georgia","Camden"
"Mechanicsville","Virginia","Hanover"
"Richmond West","Florida","Miami-Dade"
"Cleburne","Texas","Johnson"
"Valley Stream","New York","Nassau"
"Hanover Park","Illinois","DuPage"
"Oswego","New York","Oswego"
"Navarre","Florida","Santa Rosa"
"Oregon City","Oregon","Clackamas"
"Winter Springs","Florida","Seminole"
"Parkland","Washington","Pierce"
"Pahrump","Nevada","Nye"
"Carpentersville","Illinois","Kane"
